Index	Genetic_ID	Source	Date_mean	Group_ID	Locality	Country	Latitude	Longitude	Sex	Culture
kzb003.SG	kzb003	KrzewinskaScienceAdvances2018	3653	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	M	Russia_Srubnaya_0
kzb004.SG	kzb004	KrzewinskaScienceAdvances2018	3661	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	F	Russia_Srubnaya_0
kzb005.SG	kzb005	KrzewinskaScienceAdvances2018	3734	Russia_Srubnaya_Alakul_brother.kzb008.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	M	Russia_Srubnaya_1
kzb006.SG	kzb006	KrzewinskaScienceAdvances2018	3648	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	F	Russia_Srubnaya_0
kzb007.SG	kzb007	KrzewinskaScienceAdvances2018	3672	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	M	Russia_Srubnaya_0
kzb008.SG	kzb008	KrzewinskaScienceAdvances2018	3754	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	M	Russia_Srubnaya_1
kzb009.SG	kzb009	KrzewinskaScienceAdvances2018	3640	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo village, Kazburun 1	Russia	54.07	55.544	F	Russia_Srubnaya_0
mur001.SG	mur001	KrzewinskaScienceAdvances2018	3590	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo Village, Muradym 8	Russia	52.583	56.847	F	Russia_Srubnaya_0
mur002.SG	mur002	KrzewinskaScienceAdvances2018	3533	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo Village, Muradym 8	Russia	52.583	56.847	M	Russia_Srubnaya_2
mur003.SG	mur003	KrzewinskaScienceAdvances2018	3721	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo Village, Muradym 8	Russia	52.583	56.847	M	Russia_Srubnaya_1
mur004.SG	mur004	KrzewinskaScienceAdvances2018	3755	Russia_Srubnaya_Alakul.SG	Republic of Bashkorstan, Near Usmanovo Village, Muradym 8	Russia	52.583	56.847	F	Russia_Srubnaya_1
scy006.WGC	scy006	KrzewinskaScienceAdvances2018	2550	Ukraine_Scythian.WGC	Cherkasy Region, Gorodische District, Starosillya	Ukraine	46.323	29.4702	F	Ukraine_Scythian_0
scy009.SG	scy009	KrzewinskaScienceAdvances2018	2568	Ukraine_Scythian.SG	Cherkasy Region, Gorodische District, Starosillya	Ukraine	46.323	29.4702	M	Ukraine_Scythian_0
scy010.SG	scy010	KrzewinskaScienceAdvances2018	2606	Ukraine_Scythian.SG	Cherkasy Region, Gorodische District, Starosillya	Ukraine	46.323	29.4702	F	Ukraine_Scythian_0
scy011.SG	scy011	KrzewinskaScienceAdvances2018	2176	Ukraine_Scythian.SG	Cherkasy Region, Mankivsky District, Nesterivka	Ukraine	48.9825	30.1783	F	Ukraine_Scythian_0
scy192.SG	scy192	KrzewinskaScienceAdvances2018	2225	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F	Moldova_Glinoe_2
scy193.SG	scy193	KrzewinskaScienceAdvances2018	2225	Moldova_Glinoe_Scythian_o1.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M	Moldova_Glinoe_2
scy197.SG	scy197	KrzewinskaScienceAdvances2018	2225	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M	Moldova_Glinoe_2
scy300.SG	scy300	KrzewinskaScienceAdvances2018	2250	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F	Moldova_Glinoe_0
scy301.SG	scy301	KrzewinskaScienceAdvances2018	2237	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M	Moldova_Glinoe_2
scy303.SG	scy303	KrzewinskaScienceAdvances2018	2231	Moldova_Glinoe_Scythian_o2.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F	Moldova_Glinoe_2
scy304.SG	scy304	KrzewinskaScienceAdvances2018	2213	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M	Moldova_Glinoe_2
scy305.SG	scy305	KrzewinskaScienceAdvances2018	2254	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	M	Moldova_Glinoe_0
scy311.SG	scy311	KrzewinskaScienceAdvances2018	2235	Moldova_Glinoe_Scythian.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F	Moldova_Glinoe_2
scy332.SG	scy332	KrzewinskaScienceAdvances2018	1616	Moldova_Glinoe_Scythian_o3_lc.SG	Slobodzeya District, Glinoe	Moldova	46.6684	29.8001	F	Moldova_Glinoe_1
tem001.SG	tem001	KrzewinskaScienceAdvances2018	1725	Russia_Late_Sarmatian.SG	Republic of Bashkortostan, Baymak Distict, Temyaysovo-1 burial ground	Russia	52.9851	58.1243	F	Russia_Late_Sarmatian_0
tem002.SG	tem002	KrzewinskaScienceAdvances2018	1761	Russia_Late_Sarmatian.SG	Republic of Bashkortostan, Baymak Distict, Temyaysovo-1 burial ground	Russia	52.9851	58.1243	M	Russia_Late_Sarmatian_0
tem003.SG	tem003	KrzewinskaScienceAdvances2018	1698	Russia_Late_Sarmatian.SG	Republic of Bashkortostan, Baymak Distict, Temyaysovo-1 burial ground	Russia	52.9851	58.1243	M	Russia_Late_Sarmatian_0
I3320_published	I3320	OlaldeScience2019	2150	Spain_IA_published	Valencian Community, Castelló/Castellón, Vilafamés, Els Estrets de la Rata	Spain	40.138	-0.07	M	Spain_IA_0
I3321_published	I3321	OlaldeScience2019	2150	Spain_IA_published	Valencian Community, Castelló/Castellón, Vilafamés, Els Estrets de la Rata	Spain	40.138	-0.07	M	Spain_IA_0
I4556_published	I4556	OlaldeScience2019	2550	Spain_IA_published	Catalonia, Barcelona, Avinyonet del Penedés, Font de la Canya	Spain	41.372858	1.771534	F	Spain_IA_1
I7427_published	I7427	OlaldeScience2019	1000	Spain_Muslim_oAfrica_published	Granada, Calle Panaderos 21-23	Spain	37.1825306	-3.592291667	M	Spain_Muslim_0
N17.SG	N17	FernandesScientificReports2018	3850	Poland_EBA.SG	Gustorzyn	Poland	52.66	18.88	M	Poland_EBA_0
N18.SG	N18	FernandesScientificReports2018	5459	Poland_TRB.SG	Pikutkowo	Poland	52.62	18.96	F	Poland_TRB_0
N19.SG	N19	FernandesScientificReports2018	5490	Poland_TRB_o.SG	Pikutkowo	Poland	52.62	18.96	F	Poland_TRB_0
N20.SG	N20	FernandesScientificReports2018	5467	Poland_TRB.SG	Pikutkowo	Poland	52.62	18.96	M	Poland_TRB_0
N22.SG	N22	FernandesScientificReports2018	6263	Poland_BKG_o2.SG	Brzesc Kujawski	Poland	52.61	18.9	F	Poland_BKG_0
N25.SG	N25	FernandesScientificReports2018	6250	Poland_BKG.SG	Oslonki	Poland	52.61	18.8	F	Poland_BKG_0
N26.SG	N26	FernandesScientificReports2018	6177	Poland_BKG.SG	Konary	Poland	50.67	21.38	M	Poland_BKG_0
N27.SG	N27	FernandesScientificReports2018	6250	Poland_BKG.SG	Oslonki	Poland	52.61	18.8	M	Poland_BKG_0
N28.SG	N28	FernandesScientificReports2018	6074	Poland_BKG.SG	Oslonki	Poland	52.61	18.8	M	Poland_BKG_0
N31.SG	N31	FernandesScientificReports2018	6130	Poland_BKG.SG	Oslonki	Poland	52.61	18.8	F	Poland_BKG_0
N36.SG	N36	FernandesScientificReports2018	6250	Poland_BKG.SG	Konary	Poland	50.67	21.38	F	Poland_BKG_0
N38.SG	N38	FernandesScientificReports2018	4959	Poland_GAC.SG	Brzesc Kujawski	Poland	52.61	18.9	F	Poland_GAC_0
N42.SG	N42	FernandesScientificReports2018	6049	Poland_BKG_o1.SG	Oslonki	Poland	52.61	18.8	F	Poland_BKG_0
N44.SG	N44	FernandesScientificReports2018	4400	Poland_CWC_3.SG	Pikutkowo	Poland	52.62	18.96	F	Poland_CWC_0
N45.SG	N45	FernandesScientificReports2018	4375	Poland_CWC_3.SG	Pikutkowo	Poland	52.62	18.96	F	Poland_CWC_0
N47.SG	N47	FernandesScientificReports2018	4375	Poland_CWC_1.SG	Pikutkowo	Poland	52.62	18.96	M	Poland_CWC_0
N49.SG	N49	FernandesScientificReports2018	4375	Poland_CWC_1.SG	Pikutkowo	Poland	52.62	18.96	M	Poland_CWC_0
I14037	I14037	WangBioRxiv2020	3306	Mongolia_LBA_Ulaanzukh_2	Sükhbaatar aimag, Tuvshinshiree sum, Bulgiin ekh, Tomb 47	Mongolia	46.77	111.6	M	no
I13738	I13738	FernandesSirakNature2020	625	Bahamas_LongIsl_Ceramic	Long Island, Clarence Town, Rolling Heads Site	Bahamas	23.1	-74.98	F	no
I13441	I13441	FernandesSirakNature2020	950	PuertoRico_CaboRojo11_Ceramic	Cabo Rojo 11	Puerto Rico	18	-67.17	M	no
I13737	I13737	FernandesSirakNature2020	625	Bahamas_LongIsl_Ceramic	Long Island, Clarence Town, Rolling Heads Site	Bahamas	23.1	-74.98	M	no
I13739	I13739	FernandesSirakNature2020	619	Bahamas_LongIsl_Ceramic	Long Island, Clarence Town, Rolling Heads Site	Bahamas	23.1	-74.98	F	no
I14194	I14194	WangBioRxiv2020	2834	Mongolia_EIA_8	Sükhbaatar aimag, Tuvshinshiree sum, Ulaanzukh, Tomb 32	Mongolia	46.77	111.6	F	no
I13323	I13323	FernandesSirakNature2020	701	PuertoRico_SantaElena_Ceramic	Santa Elena	Puerto Rico	18.44	-66.25	F	no
I13539	I13539	FernandesSirakNature2020	1315	PuertoRico_Collores_Ceramic	Collores 	Puerto Rico	18.05	-66.5	F	no
I13538	I13538	FernandesSirakNature2020	850	PuertoRico_SantaElena_Ceramic	Santa Elena	Puerto Rico	18.44	-66.25	F	no
I13321	I13321	FernandesSirakNature2020	750	Bahamas_EleutheraIsl_Ceramic	Eleuthera Island	Bahamas	24.75	-76.2	M	no
I13540	I13540	FernandesSirakNature2020	1014	PuertoRico_CanasColloresMonserrate_Ceramic	Canas/Collores/Monserrate	Puerto Rico	..	..	M	no
I13322	I13322	FernandesSirakNature2020	750	Bahamas_LongIsl_Ceramic	Long Island	Bahamas	23.07	-74.98	F	no
I13320	I13320	FernandesSirakNature2020	750	Bahamas_AbacoIsl_Ceramic	Abaco	Bahamas	25.87	-77.19	M	no
I13541	I13541	FernandesSirakNature2020	1000	PuertoRico_CanasColloresMonserrate_Ceramic	Canas/Collores/Monserrate	Puerto Rico	..	..	F	no
I13318	I13318	FernandesSirakNature2020	750	Bahamas_CrookedIsl_Ceramic	Crooked Island	Bahamas	22.82	-74.29	M	no
I13319	I13319	FernandesSirakNature2020	750	Bahamas_CrookedIsl_Ceramic	Crooked Island	Bahamas	22.83	-74.32	F	no
I13326	I13326	FernandesSirakNature2020	1000	PuertoRico_Monserrate_Ceramic	Monserrate	Puerto Rico	18.38	-65.73	M	no
I13324	I13324	FernandesSirakNature2020	850	PuertoRico_SantaElena_Ceramic	Santa Elena	Puerto Rico	18.44	-66.25	F	no
I1584	I1584	LazaridisNature2016	5770	Turkey_C	Marmara, Bursa, Yenişehir, Barcın	Turkey	40.3	29.56	F	no
I13701	I13179	WangBioRxiv2020	7515	Mongolia_North_N_dup.I13179	Bulgan, Khutag-Undur sum, Egiin-gol river valley, Kharuulyn gozgor, tomb 1-116	Mongolia	49.53469	103.2825	F	no
I13692	I13692	WangBioRxiv2020	1550	Taiwan_Hanben_IA	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	F	no
I13695	I13695	WangBioRxiv2020	1459	Taiwan_Hanben_IA	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	M	no
I13694	I13694	WangBioRxiv2020	1550	Taiwan_Hanben_IA_lc	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	F	no
IL2.SG	IL2	LindoScienceAdvances2018	1625	Peru_RioUncallane_1800BP.SG	Rio Ilave Basin, Rio Uncallane	Peru	-16.2	-69.7	F	no
IL3.SG	IL3	LindoScienceAdvances2018	1697	Peru_RioUncallane_1600BP.SG	Rio Ilave Basin, Rio Uncallane	Peru	-16.2	-69.7	F	no
IL4.SG	IL4	LindoScienceAdvances2018	1475	Peru_RioUncallane_1600BP_o.SG	Rio Ilave Basin, Rio Uncallane	Peru	-16.2	-69.7	M	no
IL5.SG	IL5	LindoScienceAdvances2018	1658	Peru_RioUncallane_1600BP.SG	Rio Ilave Basin, Rio Uncallane	Peru	-16.2	-69.7	F	no
IL7.SG	IL7	LindoScienceAdvances2018	1778	Peru_RioUncallane_1600BP.SG	Rio Ilave Basin, Rio Uncallane	Peru	-16.2	-69.7	M	no
K1.SG	K1	LindoScienceAdvances2018	3950	Peru_Kaillachuro_Unknown.SG	Rio Ilave Basin, Kaillachuro	Peru	-16.2	-69.7	F	no
SMP5.SG	SMP5	LindoScienceAdvances2018	6831	Peru_SoroMikayaPatjxa_6800BP.SG	Rio Ilave Basin, Soro Mik’aya Patjxa	Peru	-16.2	-69.7	M	no
19651.SG	19651	MorenoMayarScience2018	5666	Canada_BigBar_5700BP.SG	Northwest	Canada	51.3	-121.77	F	no
SA5832.SG	SA5832	MorenoMayarScience2018	7293	Chile_PuntaSantaAna_7300BP.SG	Punta Santa Ana, Patagonia, Chile	Chile	-53.14	-73.86	F	no
A460.SG	A460	MorenoMayarScience2018	5130	Chile_WesternArchipelago_Ayayema_5100BP.SG	Ayayema Cave, Patagonia	Chile	-50.1	-75.24	M	no
Aconcagua.SG	Aconcagua	MorenoMayarScience2018	500	Argentina_Aconcagua_Inca_500BP.SG	Cerro Aconcagua, Mendoza Province	Argentina	-32.65	-70.01	M	no
AHUR_2064.SG	AHUR_2064	MorenoMayarScience2018	10962	USA_Nevada_SpiritCave_11000BP.SG	Nevada, Spirit Cave	USA	37.41	-122.08	M	no
AHUR770c.SG	AHUR770c	MorenoMayarScience2018	10988	USA_Nevada_SpiritCave_11000BP.SG	Nevada, Spirit Cave	USA	37.41	-122.08	M	no
Andaman.SG	Andaman	MorenoMayarScience2018	90	Indian_GreatAndaman_100BP.SG	Great Andaman Island	India	12.5	92.8	M	no
Lovelock1.SG	Lovelock1	MorenoMayarScience2018	1935	USA_Nevada_LovelockCave_1850BP.SG	Lovelock Cave, Nevada, US	USA	39.96	-118.56	F	no
Lovelock2.SG	Lovelock2	MorenoMayarScience2018	1839	USA_Nevada_LovelockCave_1850BP.SG	Lovelock Cave, Nevada, US	USA	39.96	-118.56	F	no
Lovelock3.SG	Lovelock3	MorenoMayarScience2018	648	USA_Nevada_LovelockCave_600BP.SG	Lovelock Cave, Nevada, US	USA	39.96	-118.56	F	no
Lovelock4.SG	Lovelock4	MorenoMayarScience2018	1743	USA_Nevada_LovelockCave_1850BP.SG	Lovelock Cave, Nevada, US	USA	39.96	-118.56	M	no
Sumidouro4.SG	Sumidouro4	MorenoMayarScience2018	10174	Brazil_Sumidouro_10100BP.SG	Caverna do Sumidouro, Lagoa Santa, Brazil	Brazil	-19.54	-43.94	M	no
Sumidouro5.SG	Sumidouro5	MorenoMayarScience2018	10403	Brazil_Sumidouro_10100BP.SG	Caverna do Sumidouro, Lagoa Santa, Brazil	Brazil	-19.54	-43.94	M	no
Sumidouro6.SG	Sumidouro6	MorenoMayarScience2018	10124	Brazil_Sumidouro_10100BP.SG	Caverna do Sumidouro, Lagoa Santa, Brazil	Brazil	-19.54	-43.94	M	no
Sumidouro7.SG	Sumidouro7	MorenoMayarScience2018	10232	Brazil_Sumidouro_10100BP.SG	Caverna do Sumidouro, Lagoa Santa, Brazil	Brazil	-19.54	-43.94	M	no
Sumidouro8.SG	Sumidouro8	MorenoMayarScience2018	9816	Brazil_Sumidouro_10100BP.SG	Caverna do Sumidouro, Lagoa Santa, Brazil	Brazil	-19.54	-43.94	F	no
TrailCreek.SG	TrailCreek	MorenoMayarScience2018	9005	USA_Alaska_TrailCreek_9000BP.SG	Alaska, Trail Creek	USA	65.79	-163.41	F	no
I12533	I12533	PrendergastLipsonSawchukScience2019	4011	Kenya_EarlyPastoralN	Prette John's Gully, GsJi 11	Kenya	-0.545	36.106	M	no
I8759_published	I8759	PrendergastLipsonSawchukScience2019	2693	Kenya_PastoralN_published	Nakuru, Naishi Cave	Kenya	-0.458	36.081	M	no
I8904	I8904	PrendergastLipsonSawchukScience2019	4200	Kenya_PastoralN_Nderit_possible	North Horr, Kokurmatakore	Kenya	3.132	37.433	M	no
I8930_published	I8930	PrendergastLipsonSawchukScience2019	4450	Kenya_Kansyore_published	Victoria Nyanza, Homa Bay, White Rock Point, GrJb2	Kenya	-0.45	34.321	M	no
I10758	I10758	FernandesSirakNature2020	666	Curacao_SantaCruz_Ceramic	Santa Cruz	Curacao	12.3	-69.15	F	no
I12534	I12534	PrendergastLipsonSawchukScience2019	3958	Kenya_EarlyPastoralN	Prette John's Gully, GsJi 12	Kenya	-0.545	36.106	F	no
I12575	I12575	FernandesSirakNature2020	950	Haiti_Diale1_Ceramic	Diale	Haiti	19.66	-71.84	F	no
I8901	I8901	PrendergastLipsonSawchukScience2019	1009	Kenya_IA_Pastoral_o	Laikipia, Kisima Farm, KFR-C4	Kenya	0.458	36.709	M	no
I8923	I8923	PrendergastLipsonSawchukScience2019	2508	Kenya_PastoralN_Elmenteitan_o	Nakuru, Rigo Cave, GrJh3	Kenya	-0.464	35.971	M	no
I8931_published	I8931	PrendergastLipsonSawchukScience2019	4450	Kenya_Kansyore_published	Victoria Nyanza, Homa Bay, White Rock Point, GrJb2	Kenya	-0.45	34.316667	U	no
I13762	I13762	PrendergastLipsonSawchukScience2019	2150	Tanzania_PN_IA_o	Gishimangeda Cave	Tanzania	-3.48	35.35	M	no
I6348	I6348	WangBioRxiv2020	3632	Mongolia_MBA_Munkhkhairkhan_1	Bulgan, Khutag-Undur sum, Haruulyn Gozgor tomb 1-113	Mongolia	49.3925	102.7025	M	no
I11698	I11698	WangBioRxiv2020	7520	Mongolia_North_N	Bulgan, Khutag-Undur sum,  Marzyn khutul, Tomb 1-055-1, skeleton 2	Mongolia	49.3925	102.7025	M	no
I13768	I13768	WangBioRxiv2020	3074	Mongolia_LBA_CenterWest_4	Bayankhongor aimag, Ulziit sum, Muunit uul	Mongolia	48.11	102.55	M	no
I13982_published	I13982	PrendergastLipsonSawchukScience2019	2150	Tanzania_PN_IA_published	Gishimangeda Cave	Tanzania	-3.48	35.35	F	no
I13977	I13977	PrendergastLipsonSawchukScience2019	1924	Tanzania_PN	Gishimangeda Cave	Tanzania	-3.48	35.35	M	no
I13983_published	I13983	PrendergastLipsonSawchukScience2019	2150	Tanzania_PN_IA_published	Gishimangeda Cave	Tanzania	-3.48	35.35	M	no
I14678	I14678	FernandesNatureEcologyEvolution2020	4247	Italy_Sardinia_C_MonteClaro	Sardinia, Serra Cabriles	Italy	40.789722	8.591389	M	Italy_Sardinia_C_2
I14308	I14308	WangBioRxiv2020	6714	Russia_MN_Boisman	Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	M	Russia_MN_0
I13970	I13970	PrendergastLipsonSawchukScience2019	1950	Tanzania_PN_contam	Gishimangeda Cave	Tanzania	-3.48	35.35	F	no
I14676_published	I14676	FernandesNatureEcologyEvolution2020	4053	Italy_Sardinia_C_MonteClaro_published	Sardinia, Serra Cabriles	Italy	40.789722	8.591389	M	Italy_Sardinia_C_2
I13979	I13979	PrendergastLipsonSawchukScience2019	2409	Tanzania_PN	Gishimangeda Cave	Tanzania	-3.48	35.35	F	no
I14307	I14307	WangBioRxiv2020	6725	Russia_MN_Boisman_1d.rel.I14308	Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	F	Russia_MN_0
I13978	I13978	PrendergastLipsonSawchukScience2019	2273	Tanzania_PN	Gishimangeda Cave	Tanzania	-3.48	35.35	F	no
I13972	I13972	PrendergastLipsonSawchukScience2019	1647	Tanzania_PN	Gishimangeda Cave	Tanzania	-3.48	35.35	M	no
I13980	I13980	PrendergastLipsonSawchukScience2019	2587	Tanzania_PN	Gishimangeda Cave	Tanzania	-3.48	35.35	M	no
I14677	I14677	FernandesNatureEcologyEvolution2020	4329	Italy_Sardinia_C_MonteClaro	Sardinia, Serra Cabriles	Italy	40.789722	8.591389	M	Italy_Sardinia_C_2
I14675	I14675	FernandesNatureEcologyEvolution2020	4021	Italy_Sardinia_C_MonteClaro	Sardinia, Serra Cabriles	Italy	40.789722	8.591389	M	Italy_Sardinia_C_2
I13981	I13981	PrendergastLipsonSawchukScience2019	2566	Tanzania_PN	Gishimangeda Cave	Tanzania	-3.48	35.35	F	no
I14922	I14922	FernandesSirakNature2020	982	Bahamas_AbacoIsl_Ceramic	Abaco, Hopetown	Bahamas	26.53	-76.96	F	no
I14921	I14921	FernandesSirakNature2020	679	Bahamas_EleutheraIsl_Ceramic	Eleuthera, Garden Cave	Bahamas	25.366574	-76.520014	F	no
I14920	I14920	FernandesSirakNature2020	938	Bahamas_EleutheraIsl_Ceramic	Eleuthera, Garden Cave	Bahamas	25.366574	-76.520014	F	no
I14923	I14923	FernandesSirakNature2020	750	Bahamas_AbacoIsl_Ceramic	Abaco, Moore's Island, Prophet's Cave	Bahamas	26.31	-77.55	F	no
I13959	I13959	WangBioRxiv2020	3339	Mongolia_LBA_MongunTaiga_1_lc	Khovd, Munkhkhairkhan sum, Ulaan tolgoi, barrow 3	Mongolia	47.069	91.83	F	no
I13883	I13883	WangBioRxiv2020	2859	Japan_HG_Jomon	Rokutsu Shell Mound	Japan	35.55	140.157	M	no
I13884	I13884	WangBioRxiv2020	4351	Japan_HG_Jomon	Rokutsu Shell Mound	Japan	35.55	140.157	F	no
I13885	I13885	WangBioRxiv2020	3216	Japan_HG_Jomon	Rokutsu Shell Mound	Japan	35.55	140.157	F	no
I13882	I13882	WangBioRxiv2020	3234	Japan_HG_Jomon	Rokutsu Shell Mound	Japan	35.55	140.157	F	no
I13886	I13886	WangBioRxiv2020	4003	Japan_HG_Jomon	Rokutsu Shell Mound	Japan	35.55	140.157	M	no
I13957	I13957	WangBioRxiv2020	4625	Mongolia_Chalcolithic_Afanasievo_2	Bayan-Ulgii aimag, Ulaankhus sum, Kurgak govi barrow 1, infant burial in main grave 	Mongolia	49.336	88.712	M	no
I13964	I13964	WangBioRxiv2020	3350	Mongolia_LBA_Ulaanzukh_2	Sükhbaatar aimag, Tuvshinshiree sum, Ulaanzukh, Tomb 17	Mongolia	46.77	111.6	F	no
I13965	I13965	WangBioRxiv2020	2270	Mongolia_EIA_5	Bayan-Ulgii aimag, Tsengel sum, Biluut 2 barrow 4	Mongolia	48.68	88.38	F	no
I13887	I13887	WangBioRxiv2020	4032	Japan_HG_Jomon_brother.I13886	Rokutsu Shell Mound	Japan	35.55	140.157	M	no
I13963	I13963	WangBioRxiv2020	2829	Mongolia_EIA_SlabGrave_1	Khentii, Delgerkhaan sum, Rashaant tolgoi, tomb 6	Mongolia	47.19	109.19	F	no
I14926	I14926	WangBioRxiv2020	1550	Taiwan_Hanben_IA_lc	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	F	no
I14925	I14925	WangBioRxiv2020	1550	Taiwan_Hanben_IA	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	F	no
I14875	I14875	FernandesSirakNature2020	750	Bahamas_AbacoIsl_Ceramic	Abaco, Bill Johnson's Cave, Lubber's Quarters	Bahamas	26.5	-76.99	M	no
I14879	I14879	FernandesSirakNature2020	651	Bahamas_SouthAndros_Ceramic	South Andros, Sanctuary Blue Hole	Bahamas	24.1	-77.55	M	no
I14933	I14933	WangBioRxiv2020	1550	Taiwan_Hanben_IA	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	M	no
I14880	I14880	FernandesSirakNature2020	750	Bahamas_SouthAndros_Ceramic	South Andros, Sanctuary Blue Hole	Bahamas	24.1	-77.55	M	no
I14928	I14928	WangBioRxiv2020	1550	Taiwan_Hanben_IA_lc	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	F	no
I14931	I14931	WangBioRxiv2020	1550	Taiwan_Hanben_IA	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	M	no
I14930	I14930	WangBioRxiv2020	1550	Taiwan_Hanben_IA_lc	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	F	no
I14878	I14878	FernandesSirakNature2020	795	Bahamas_EleutheraIsl_Ceramic	North Eleuthera, Preacher's Cave	Bahamas	25.557	-76.696	F	no
I14929	I14929	WangBioRxiv2020	1550	Taiwan_Hanben_IA	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	M	no
I15587	I15587	FernandesSirakNature2020	950	Dominican_LaCaleta_Ceramic	La Caleta	Dominican Republic	18.45	-69.69	M	no
I14881	I14881	FernandesSirakNature2020	605	Bahamas_SouthAndros_Ceramic	South Andros, Sanctuary Blue Hole	Bahamas	24.1	-77.55	F	no
I14934	I14934	WangBioRxiv2020	1550	Taiwan_Hanben_IA	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	M	no
I14876	I14876	FernandesSirakNature2020	624	Bahamas_EleutheraIsl_Ceramic	North Eleuthera, Blue Hole	Bahamas	25.551022	-76.71	M	no
I14882	I14882	FernandesSirakNature2020	635	Bahamas_SouthAndros_Ceramic	South Andros, Sanctuary Blue Hole	Bahamas	24.1	-77.55	M	no
I14927	I14927	WangBioRxiv2020	1550	Taiwan_Hanben_IA_lc	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	F	no
I14937	I14937	WangBioRxiv2020	1550	Taiwan_Hanben_IA	Hanben, Blihun site	Taiwan	24.32777778	121.7655556	F	no
I14883	I14883	FernandesSirakNature2020	750	Bahamas_SouthAndros_Ceramic	South Andros, Sanctuary Blue Hole	Bahamas	24.1	-77.55	M	no
I15682	I15682	FernandesSirakNature2020	1250	Dominican_LaCaleta_Ceramic	La Caleta	Dominican Republic	18.45	-69.69	F	no
I14772	I14772	WangBioRxiv2020	5625	Russia_MN_Boisman_son.I3356.son.I14819.brother.I14771.brother.I14773.brother.I14774	Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	F	Russia_MN_2
I14773	I14773	WangBioRxiv2020	5625	Russia_MN_Boisman_son.I3356.son.I14819.brother.I14772.brother.I14771.brother.I14774	Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	M	Russia_MN_2
I14774	I14774	WangBioRxiv2020	5625	Russia_MN_Boisman_son.I3356.son.I14819.brother.I14772.brother.I14771.brother.I14773	Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	F	Russia_MN_2
I14771	I14771	WangBioRxiv2020	5625	Russia_MN_Boisman_son.I3356.son.I14819.brother.I14772.brother.I14773.brother.I14774	Primorsky Krai, Boisman-2	Russia	42.78944444	131.2761111	M	Russia_MN_2
I7805	I7805	FernandesNatureEcologyEvolution2020	3860	Italy_Sicily_EBA	Sicily, Contrada Paolina, Castellucciana	Italy	36.8831	14.5712	F	Italy_Sicily_EBA_2
I14009	I14009	NakatsukaCell2020	750	Chile_LIP_Pukara_700BP	Atacama Desert, Precordillera	Chile	-17.804018	-69.310334	M	no
I13721	I13721	WangBioRxiv2020	3169	Taiwan_Gongguan	Green Island, Gongguan site	Taiwan	22.675	121.49	F	no
